id,name,team,position_1,position_2,position_3,position_4,position_5,position_6,height,weight,left_foot,right_foot,corners,crossing,dribbling,finishing,first_touch,free_kick_taking,heading,long_shots,long_throws,marking,passing,penalty_taking,tackling,technique,aggression,anticipation,bravery,composure,concentration,decisions,determination,flair,leadership,off_the_ball,positioning,teamwork,vision,work_rate,acceleration,agility,balance,jumping_reach,natural_fitness,pace,stamina,strength,aerial_reach,command_of_area,communication,eccentricity,handling,kicking,one_on_ones,punching_tendency,reflexes,rushing_out_tendency,throwing
252,Raúl Jiménez,Fulham,st,,,,,,1.9,76,13,20,6,11,13,13,12,8,13,13,6,8,13,16,9,14,17,13,13,14,14,12,16,9,8,14,10,15,11,16,13,12,14,15,14,13,12,13,,,,,,,,,,,
253,Tim Ream,Fulham,dc,dl,,,,,1.85,73,20,7,3,9,11,6,13,6,14,7,7,13,13,3,15,13,12,14,16,14,13,14,15,10,18,12,15,18,13,16,11,12,14,13,17,11,15,13,,,,,,,,,,,
254,Harrison Reed,Fulham,mc,dm,amr,,,,1.81,74,10,20,12,12,11,8,12,12,12,10,8,14,14,8,15,11,14,13,15,13,14,13,15,9,12,13,13,17,11,17,13,14,14,8,15,13,15,11,,,,,,,,,,,
255,Antonee Robinson,Fulham,dl,wbl,,,,,1.83,70,20,8,3,10,13,7,12,7,10,7,4,12,11,8,13,13,13,12,14,11,11,11,12,11,9,12,12,14,12,17,17,13,13,12,14,17,16,14,,,,,,,,,,,
256,Jay Stansfield,Fulham,st,amc,amr,,,,1.8,73,8,20,8,12,12,13,12,11,10,10,5,6,11,12,8,13,14,10,12,11,11,10,13,8,4,12,8,11,10,14,15,12,12,12,11,14,14,9,,,,,,,,,,,
257,Kenny Tete,Fulham,dr,wbr,,,,,1.8,71,10,20,7,14,10,7,12,7,11,10,12,16,13,7,16,12,11,14,14,12,11,14,14,9,8,11,14,15,10,16,15,11,14,12,14,14,15,14,,,,,,,,,,,
258,Carlos Vinícius Alves Morais,Fulham,st,,,,,,1.92,86,20,11,10,10,12,13,14,11,12,12,2,7,11,15,8,14,15,14,13,12,13,13,14,12,10,12,8,14,14,14,12,11,14,14,16,13,14,17,,,,,,,,,,,
259,Harry Wilson,Fulham,amr,amc,aml,,,,1.73,64,20,10,14,16,16,13,16,14,5,16,3,7,15,14,9,16,11,12,12,12,9,12,15,15,12,12,8,13,15,13,14,14,14,6,12,14,11,8,,,,,,,,,,,
579,Ryan Sessegnon,Fulham,dl,wbl,aml,ml,,,1.78,71,20,8,7,12,12,12,10,9,7,11,6,12,12,9,12,14,4,13,7,13,12,11,12,14,7,15,12,14,14,15,15,14,13,8,17,15,16,8,,,,,,,,,,,
586,Jorge Cuenca Barreno,Fulham,dc,,,,,,1.89,76,20,9,7,7,8,7,14,6,14,8,9,15,12,6,15,12,12,14,13,13,14,14,14,7,9,7,15,13,11,13,15,11,12,14,14,15,12,15,,,,,,,,,,,
604,Josh King,Fulham,dm,mc,,,,,1.73,60,12,20,11,11,9,11,16,6,11,10,7,13,16,8,13,16,10,10,11,13,8,16,11,7,2,12,15,14,14,13,7,7,16,6,5,8,13,7,,,,,,,,,,,
605,Martial Godo,Fulham,aml,amr,amc,,,,1.71,66,11,20,8,10,13,11,11,9,7,9,5,6,10,13,6,12,12,10,8,11,8,8,11,13,5,12,11,10,10,12,15,14,13,8,17,13,11,9,,,,,,,,,,,
622,Sander Berge,Fulham,mc,dm,amc,,,,1.95,88,11,20,9,11,13,10,13,9,9,11,6,11,15,12,12,14,12,14,10,13,14,14,14,11,11,13,12,13,14,12,13,13,14,12,14,13,14,13,,,,,,,,,,,
690,Samuel Amissah,Fulham,dc,,,,,,1.85,80,14,20,3,4,2,6,11,1,8,3,3,12,8,4,11,10,8,5,8,11,4,7,10,5,12,5,10,6,5,7,8,4,7,14,10,8,8,5,,,,,,,,,,,
772,Willian Borges da Silva,Fulham,amr,amc,aml,mr,ml,,1.75,78,8,20,10,14,16,12,17,14,9,14,8,5,13,17,8,16,9,14,9,13,11,14,10,14,8,14,7,14,14,14,12,14,13,9,12,12,12,11,,,,,,,,,,,
121,Julio Enciso,Ipswich,aml,amc,amr,,,,1.74,72,12,20,7,12,16,14,13,9,8,16,5,6,13,12,6,16,7,9,14,11,10,9,11,14,6,13,8,10,12,17,16,15,14,7,14,14,14,11,,,,,,,,,,,
260,Ali Al-Hamadi,Ipswich,st,amr,aml,,,,1.91,82,14,20,5,7,11,13,8,5,9,6,2,6,8,8,7,14,11,10,10,11,8,8,15,12,8,14,4,13,8,13,16,13,13,12,15,16,13,12,,,,,,,,,,,
261,Elkan Baggott,Ipswich,dc,,,,,,1.97,86,20,7,3,4,6,6,11,3,14,6,9,10,12,5,11,10,7,11,11,12,9,8,14,7,9,8,11,14,9,12,12,10,11,16,15,13,15,13,,,,,,,,,,,
262,Nathan Broadhead,Ipswich,aml,amc,amr,st,,,1.8,70,10,20,8,10,14,14,14,12,10,11,3,5,14,13,4,13,11,13,11,13,11,13,7,13,7,14,7,13,16,13,14,12,11,8,11,14,11,9,,,,,,,,,,,
263,Cameron Burgess,Ipswich,dc,,,,,,1.94,81,20,10,6,5,8,6,13,6,18,6,14,13,12,3,14,12,12,14,16,13,13,13,14,5,11,8,13,14,9,12,8,9,11,16,16,11,14,14,,,,,,,,,,,
264,Wes Burns,Ipswich,amr,mr,wbr,,,,1.73,68,7,20,9,13,12,13,11,10,11,11,8,5,10,11,12,11,9,11,10,8,9,12,12,14,8,13,10,13,9,15,16,13,12,8,13,15,12,12,,,,,,,,,,,
265,Conor Chaplin,Ipswich,amc,amr,aml,st,,,1.68,69,20,10,10,12,13,17,15,13,13,15,6,5,12,11,9,15,11,13,10,13,11,11,15,12,13,14,8,13,10,14,13,14,10,7,14,12,13,8,,,,,,,,,,,
266,Harry Clarke,Ipswich,dr,dc,wbr,,,,1.88,82,10,20,6,12,12,9,12,4,13,10,18,12,11,10,14,10,13,12,13,11,12,11,14,6,13,9,12,14,8,17,15,11,9,13,14,15,12,13,,,,,,,,,,,
267,Leif Davis,Ipswich,dl,wbl,,,,,1.78,67,20,6,17,16,13,6,14,14,11,6,11,13,13,6,13,12,9,14,13,13,12,12,12,11,5,12,13,14,11,15,15,13,12,12,15,14,16,10,,,,,,,,,,,
268,Liam Delap,Ipswich,st,amr,,,,,1.85,80,12,20,5,9,15,14,13,9,11,12,11,7,13,13,9,14,16,14,13,14,12,9,16,14,7,15,8,11,10,16,15,14,13,14,14,16,14,14,,,,,,,,,,,
269,George Edmundson,Ipswich,dc,,,,,,1.9,77,6,20,4,6,9,8,12,7,16,4,13,14,11,6,12,11,11,14,14,12,11,10,13,6,12,7,12,13,11,15,13,9,11,16,11,14,13,13,,,,,,,,,,,
270,Jacob Greaves,Ipswich,dc,dl,,,,,1.91,79,20,8,5,13,11,7,12,5,12,6,7,13,14,5,14,12,12,13,13,12,10,11,12,5,13,12,14,14,13,14,11,12,12,16,14,11,16,11,,,,,,,,,,,
271,Marcus Myers-Harness,Ipswich,amr,amc,aml,,,,1.81,71,8,20,7,11,11,12,10,4,9,11,3,6,11,7,5,12,14,12,11,11,10,10,12,12,7,11,9,12,10,13,13,13,12,7,13,13,12,13,,,,,,,,,,,
272,George Hirst,Ipswich,st,,,,,,1.91,81,12,20,8,9,11,13,13,9,15,10,10,9,11,13,10,12,14,11,13,12,11,11,14,9,8,14,13,3,9,16,13,9,12,15,11,15,15,15,,,,,,,,,,,
273,Cameron Humphreys,Ipswich,mc,dm,ml,,,,1.78,61,20,6,14,13,12,12,14,12,7,11,11,13,14,10,11,13,11,12,12,12,13,12,14,5,12,12,8,12,13,12,11,11,16,10,13,12,15,8,,,,,,,,,,,
274,Omari Giraud-Hutchinson,Ipswich,amc,mc,amr,aml,,,1.72,67,20,11,14,13,16,12,15,13,7,13,2,8,13,11,10,16,11,11,10,13,13,10,11,16,4,13,8,13,14,16,16,17,13,5,15,14,10,8,,,,,,,,,,,
275,Ben Johnson,Ipswich,dr,dl,,,,,1.83,67,13,20,6,13,12,10,12,5,11,9,11,14,10,3,14,12,12,14,14,13,14,13,14,8,14,13,13,15,10,14,13,14,13,12,11,13,14,12,,,,,,,,,,,
276,Freddie Ladapo,Ipswich,st,,,,,,1.85,84,11,20,4,6,10,12,12,4,11,8,9,4,10,10,5,10,9,12,12,10,10,9,7,13,6,12,7,7,7,10,11,8,13,14,12,12,12,13,,,,,,,,,,,
277,Massimo Luongo,Ipswich,mc,dm,,,,,1.74,75,12,20,8,11,12,12,13,9,11,10,7,12,12,9,14,13,14,13,15,13,13,10,14,11,12,13,12,13,12,15,11,12,14,10,12,11,15,13,,,,,,,,,,,
278,Sam Morsy,Ipswich,dm,mc,,,,,1.76,79,6,20,6,7,13,9,15,10,10,10,9,14,14,5,16,13,16,14,16,14,12,13,17,6,18,11,12,14,11,15,11,12,15,7,15,11,15,15,,,,,,,,,,,
279,Corrie Ndaba,Ipswich,dc,dl,wbl,,,,1.88,82,20,8,6,9,10,6,11,6,14,8,8,12,12,6,13,12,13,12,11,11,11,11,12,10,6,10,13,13,11,13,14,13,12,14,14,14,15,14,,,,,,,,,,,
280,Cieran Slicker,Ipswich,gk,,,,,,1.87,78,7,20,,,,,8,9,,,,,12,1,,4,13,15,12,9,10,9,10,2,11,2,12,9,11,10,11,16,11,10,12,12,6,6,10,8,14,5,10,13,10,9,12,5,9
281,Jack Taylor,Ipswich,mc,amc,dm,,,,1.85,70,12,20,11,12,11,13,11,9,10,13,3,11,12,10,12,13,12,11,13,13,12,11,10,10,9,14,10,14,12,16,12,9,10,12,14,11,15,12,,,,,,,,,,,
282,Axel Tuanzebe,Ipswich,dc,,,,,,1.85,75,9,20,4,5,12,5,13,5,12,4,7,14,13,9,13,12,14,15,13,12,12,11,14,7,12,6,14,11,8,13,13,15,13,13,12,14,12,14,,,,,,,,,,,
283,Christian Walton,Ipswich,gk,,,,,,1.96,75,20,5,,,,,12,10,,,,,14,2,,12,10,13,13,13,13,14,13,3,11,1,14,13,11,13,6,14,13,19,13,6,15,11,18,13,14,5,14,16,13,10,15,11,14
284,Luke Woolfenden,Ipswich,dc,,,,,,1.91,80,7,20,5,7,12,8,14,5,14,4,13,13,13,10,14,13,7,15,13,15,13,12,12,10,9,8,14,12,13,13,15,10,13,14,12,15,13,14,,,,,,,,,,,
359,Kalvin Phillips,Ipswich,dm,mc,,,,,1.78,72,11,20,12,11,10,8,12,12,10,10,4,12,14,9,15,12,16,13,15,12,13,12,16,10,10,10,14,14,13,15,12,12,13,10,18,13,16,13,,,,,,,,,,,
568,Arijanet Muric,Ipswich,gk,,,,,,1.98,87,6,20,,,,,13,9,,,,,12,2,,12,16,14,17,12,13,12,15,3,7,3,12,12,11,9,12,12,12,18,12,14,9,13,16,12,10,5,12,8,14,12,15,14,12
569,Jaden Philogene,Ipswich,aml,ml,amr,mr,,,1.76,70,12,20,9,13,16,14,13,9,6,12,3,6,10,8,8,16,8,13,12,9,7,8,9,16,13,13,8,8,10,14,16,14,9,10,11,15,12,8,,,,,,,,,,,
583,Conor Townsend,Ipswich,dl,wbl,,,,,1.83,79,20,7,7,13,13,7,12,13,9,10,11,11,14,8,13,12,8,12,12,11,13,11,13,5,13,13,14,12,13,14,12,13,11,11,14,12,15,12,,,,,,,,,,,
611,Sam Szmodics,Ipswich,mc,amc,,,,,1.71,69,9,20,10,12,13,14,12,11,9,12,4,7,12,13,8,13,12,14,14,14,10,11,17,12,15,14,11,17,12,17,14,13,12,8,18,13,17,11,,,,,,,,,,,
619,Jens Cajuste,Ipswich,dm,mc,,,,,1.88,77,12,20,10,7,12,8,12,11,12,11,10,13,13,8,14,13,16,13,12,14,13,13,14,13,10,13,12,15,12,17,13,12,15,13,12,13,14,15,,,,,,,,,,,
630,Dara O'Shea,Ipswich,dc,dr,,,,,1.88,74,8,20,6,6,7,9,12,9,15,6,10,14,13,9,15,13,15,12,16,11,12,11,14,2,14,10,13,13,7,14,13,12,13,15,12,13,13,13,,,,,,,,,,,
631,Jack Clarke,Ipswich,aml,amr,mr,,,,1.81,74,11,20,5,15,16,14,13,11,6,14,2,4,13,15,5,15,8,12,6,14,8,11,14,16,6,13,6,12,12,11,16,15,14,9,9,15,11,7,,,,,,,,,,,
632,Chiedozie Ogbene,Ipswich,amr,wbr,mr,st,,,1.77,68,5,20,5,12,14,11,12,6,8,10,4,7,10,7,7,12,9,11,12,10,11,11,14,15,6,12,6,11,10,12,17,12,11,8,13,17,12,11,,,,,,,,,,,
715,Ben Godfrey,Ipswich,dc,dr,,,,,1.83,77,7,20,5,8,8,9,13,5,13,12,7,13,11,7,15,13,14,11,14,12,13,9,15,7,12,11,12,14,11,17,16,11,15,13,15,17,16,16,,,,,,,,,,,
764,Alex Palmer,Ipswich,gk,,,,,,1.91,89,12,20,,,,,8,1,,,,,9,5,,9,6,11,11,14,12,10,12,6,7,10,11,10,8,9,8,13,11,13,12,9,15,12,14,13,15,3,13,14,14,10,16,10,12
117,Facundo Buonanotte,Leicester,amr,amc,aml,mr,,,1.74,66,20,10,11,12,15,13,14,12,9,14,8,9,13,13,11,14,12,11,13,14,13,11,12,14,10,14,8,13,13,15,14,14,15,7,13,12,14,10,,,,,,,,,,,
192,Jordan Ayew,Leicester,amr,aml,st,,,,1.82,78,8,20,8,12,14,11,14,9,12,10,6,11,11,12,12,12,14,13,14,12,12,11,17,11,7,13,12,14,10,18,13,13,13,11,17,13,15,13,,,,,,,,,,,
198,Odsonne Edouard,Leicester,st,aml,amc,,,,1.87,83,15,20,5,9,13,14,12,9,10,10,3,7,10,14,7,13,9,11,12,11,10,11,13,12,6,12,7,10,11,10,13,12,13,13,14,13,12,11,,,,,,,,,,,
285,Boubakary Soumaré,Leicester,dm,mc,,,,,1.88,82,8,20,10,11,12,10,14,8,12,11,8,13,14,8,14,14,8,14,14,14,13,14,14,13,13,14,13,15,13,13,12,13,15,14,16,13,15,14,,,,,,,,,,,
286,Tom Cannon,Leicester,st,,,,,,1.8,76,8,20,11,10,12,15,11,9,13,11,7,11,10,7,8,12,9,13,12,14,12,11,10,9,13,12,8,12,11,12,14,12,12,13,12,13,13,13,,,,,,,,,,,
287,Hamza Choudhury,Leicester,dm,dl,mc,dr,,,1.78,64,14,20,6,9,11,6,12,7,11,9,11,12,12,8,15,12,17,12,13,12,12,11,14,11,12,8,11,14,11,15,13,12,13,11,14,12,16,11,,,,,,,,,,,
288,Conor Coady,Leicester,dc,,,,,,1.86,80,9,20,5,7,10,9,13,7,14,9,8,13,14,10,13,14,13,12,16,14,13,13,17,6,18,12,14,14,13,16,12,12,14,13,15,11,13,13,,,,,,,,,,,
289,Patson Daka,Leicester,st,,,,,,1.83,72,11,20,6,8,10,15,13,7,10,11,6,8,10,9,8,12,5,12,13,13,13,10,16,11,9,11,11,13,12,14,16,14,13,12,13,16,12,11,,,,,,,,,,,
290,Bobby De Cordova-Reid,Leicester,aml,amr,amc,wbr,,,1.71,68,12,20,9,11,14,13,12,10,9,11,5,8,12,11,8,13,10,12,9,12,14,13,17,13,8,13,9,16,12,17,14,13,15,5,14,14,14,7,,,,,,,,,,,
291,Wout Faes,Leicester,dc,,,,,,1.87,84,9,20,8,10,11,6,12,8,15,8,5,15,12,5,16,12,13,16,13,14,12,12,14,11,12,8,12,13,14,14,12,11,13,14,12,12,13,15,,,,,,,,,,,
292,Michael Golding,Leicester,mc,amc,dm,,,,1.78,63,8,20,14,11,11,9,13,13,7,13,5,7,13,8,9,15,6,10,7,13,13,9,14,11,7,8,8,9,13,9,14,9,13,9,15,13,13,8,,,,,,,,,,,
293,Mads Hermansen,Leicester,gk,,,,,,1.85,81,10,20,,,,,12,5,,,,,13,3,,13,9,13,12,15,13,13,12,11,11,2,13,15,12,12,12,14,12,13,9,11,12,12,12,13,13,12,13,13,14,12,15,11,14
294,Daniel Iversen,Leicester,gk,,,,,,1.93,80,8,20,,,,,10,6,,,,,6,3,,9,9,12,13,12,11,12,14,3,11,2,12,12,10,11,9,14,10,15,12,9,12,14,13,13,12,4,13,9,14,14,15,9,13
295,James Justin,Leicester,dr,dl,dc,wbr,wbl,,1.83,80,10,20,9,11,13,5,11,9,12,8,11,13,12,6,13,12,12,12,11,12,12,12,16,7,8,10,13,14,11,14,14,13,11,12,12,14,14,13,,,,,,,,,,,
296,Victor Kristiansen,Leicester,dl,wbl,,,,,1.83,73,20,10,11,13,12,8,13,10,11,9,11,11,12,5,14,13,16,12,15,12,11,12,16,11,12,13,13,14,12,14,13,12,12,11,15,15,16,12,,,,,,,,,,,
297,Wanya Marçal,Leicester,amr,aml,amc,mr,ml,mc,1.81,76,12,20,10,11,12,10,12,10,7,11,10,6,12,7,7,12,15,9,10,10,10,10,10,11,5,10,6,11,11,13,13,10,12,13,7,14,13,9,,,,,,,,,,,
298,Stephy Mavididi,Leicester,aml,ml,,,,,1.82,71,8,20,12,10,14,13,14,10,11,12,1,3,12,10,5,14,12,13,13,12,12,11,13,13,5,14,8,13,11,14,15,14,14,14,13,16,15,13,,,,,,,,,,,
299,Kasey McAteer,Leicester,amr,amc,mc,aml,,,1.77,69,9,20,11,12,13,13,12,12,7,12,9,8,13,9,8,13,8,14,10,12,12,11,7,12,1,14,10,13,12,16,14,12,9,8,13,14,14,11,,,,,,,,,,,
300,Wilfred Ndidi,Leicester,mc,dm,,,,,1.83,74,8,20,9,10,13,11,13,10,13,13,10,13,14,7,14,13,13,15,13,14,13,12,13,11,11,12,13,15,14,16,12,13,11,15,11,12,14,13,,,,,,,,,,,
301,Caleb Okoli,Leicester,dc,,,,,,1.87,76,10,20,7,7,9,6,10,6,14,6,9,14,10,7,15,10,14,13,14,13,12,11,14,7,12,7,13,14,8,15,14,13,14,14,16,12,16,16,,,,,,,,,,,
302,Ricardo Barbosa Pereira,Leicester,dr,wbr,dl,,,,1.75,70,10,20,9,12,14,11,14,8,9,12,7,12,13,12,14,15,11,14,13,13,12,14,14,12,13,14,14,15,14,16,13,12,13,9,10,13,13,10,,,,,,,,,,,
303,Harry Souttar,Leicester,dc,,,,,,1.99,101,10,20,6,3,7,8,9,5,16,4,9,14,9,5,14,10,13,12,11,11,14,13,16,4,11,4,13,13,8,15,7,9,13,20,12,10,15,15,,,,,,,,,,,
304,Jakub Stolarczyk,Leicester,gk,,,,,,1.94,82,13,20,,,,,6,7,,,,,12,1,,11,13,15,12,12,8,11,12,1,1,12,12,13,11,14,11,10,12,14,14,12,9,12,14,14,13,8,13,13,13,11,15,12,12
305,Luke Thomas,Leicester,dl,wbl,,,,,1.81,68,20,10,10,12,11,10,12,11,10,11,11,13,13,6,12,13,8,13,11,13,12,13,14,7,9,11,12,13,11,16,13,12,9,11,14,13,15,10,,,,,,,,,,,
306,Jamie Vardy,Leicester,st,,,,,,1.79,72,10,20,7,12,12,15,14,7,12,12,5,3,13,16,11,13,15,14,14,14,15,13,17,12,13,13,5,16,14,14,15,12,12,11,12,15,10,12,,,,,,,,,,,
307,Jannik Vestergaard,Leicester,dc,,,,,,1.97,96,13,20,5,6,12,7,10,12,16,10,14,15,15,7,15,13,10,13,15,15,15,13,14,6,12,5,13,16,14,14,8,7,14,18,12,8,13,17,,,,,,,,,,,
308,Danny Ward,Leicester,gk,,,,,,1.91,88,8,20,,,,,10,10,,,,,9,1,,10,12,13,13,13,14,12,14,1,8,1,12,12,11,11,12,12,12,12,13,11,13,13,13,12,11,6,12,11,12,9,12,13,12
309,Harry Winks,Leicester,dm,mc,,,,,1.76,74,12,20,10,10,12,10,15,10,8,11,9,12,16,12,11,14,13,13,13,15,13,14,15,10,12,13,12,15,13,15,12,14,14,6,11,12,14,12,,,,,,,,,,,
501,Oliver Skipp,Leicester,dm,mc,,,,,1.81,70,11,20,8,6,10,7,13,7,12,9,6,13,14,7,16,12,15,15,17,15,11,13,14,7,11,13,13,15,12,17,13,12,13,9,15,14,16,14,,,,,,,,,,,
570,Abdul Fatawu,Leicester,amr,mr,amc,aml,,,1.77,73,20,8,12,11,15,12,12,12,6,15,7,6,13,9,6,14,12,11,13,12,11,10,11,13,3,11,9,10,12,13,16,15,12,8,11,16,12,13,,,,,,,,,,,
606,Will Alves,Leicester,amc,mc,amr,aml,,,1.76,64,14,20,8,11,14,10,13,11,8,11,3,4,11,6,7,14,8,11,9,10,9,8,10,16,7,9,5,8,13,9,14,14,10,9,11,12,10,6,,,,,,,,,,,
616,Ben Nelson,Leicester,dc,,,,,,1.88,80,10,20,10,8,12,7,12,11,14,12,6,14,13,7,13,13,11,13,12,14,12,11,11,5,8,7,13,14,12,13,12,12,12,15,12,12,13,15,,,,,,,,,,,
635,Bilal El Khannouss,Leicester,ml,amc,mc,,,,1.8,70,13,20,12,13,14,9,15,11,9,10,7,6,16,9,7,14,11,13,14,15,13,16,14,14,6,15,7,15,15,15,14,13,6,11,13,15,12,9,,,,,,,,,,,
694,Henry Cartwright,Leicester,mc,dm,dc,,,,1.76,72,10,20,7,8,8,8,10,9,11,11,1,8,11,4,12,8,13,12,10,14,12,10,16,5,10,12,8,13,12,14,10,7,10,8,10,10,13,8,,,,,,,,,,,
708,Thomas Wilson-Brown,Leicester,dc,dl,,,,,1.94,87,20,10,7,11,9,8,10,3,10,7,7,9,11,7,10,10,13,11,10,10,10,10,16,5,5,8,11,9,11,11,8,11,10,14,12,11,11,11,,,,,,,,,,,
726,Woyo Coulibaly,Leicester,dr,wbr,dl,wbl,,,1.85,77,14,20,6,12,11,8,11,6,7,8,11,12,11,7,12,12,14,13,12,12,11,12,12,8,7,13,11,12,11,11,13,12,13,10,12,14,14,13,,,,,,,,,,,
310,Alisson Ramses Becker,Liverpool,gk,,,,,,1.91,91,9,20,,,,,13,2,,,,,14,5,,13,12,17,14,15,16,16,19,13,11,11,18,11,11,17,13,16,16,14,17,12,12,15,15,13,14,12,16,15,18,14,17,16,14
311,Trent Alexander-Arnold,Liverpool,dr,wbr,dm,mc,,,1.8,70,13,20,14,17,12,8,17,14,11,12,14,10,18,12,12,17,12,14,11,16,12,14,13,13,13,15,10,16,17,13,14,14,14,11,15,14,14,14,,,,,,,,,,,
312,Stefan Bajčetić Maquieira,Liverpool,dm,mc,dc,,,,1.85,75,7,20,3,8,12,5,14,7,12,7,6,13,13,8,14,14,13,13,13,14,13,13,15,9,5,10,13,15,10,14,14,14,13,11,11,13,12,9,,,,,,,,,,,
313,Conor Bradley,Liverpool,wbr,dr,,,,,1.81,73,9,20,7,14,11,10,13,6,7,8,7,12,13,7,12,13,13,13,11,13,12,10,14,11,7,12,12,13,11,13,16,15,14,9,14,16,13,8,,,,,,,,,,,
315,Bobby Clark,Liverpool,mc,amc,aml,amr,,,1.76,70,8,20,8,11,13,10,14,10,9,11,9,9,12,9,5,14,13,10,5,12,10,11,5,14,5,15,10,12,13,12,13,14,12,8,12,13,9,8,,,,,,,,,,,
316,Darwin Núñez Ribeiro,Liverpool,st,aml,,,,,1.87,82,13,20,4,13,13,14,12,9,12,13,4,6,11,14,9,15,16,13,13,12,12,13,17,16,6,16,7,15,15,16,17,14,13,14,15,17,14,14,,,,,,,,,,,
317,Diogo Teixeira da Silva,Liverpool,aml,amr,st,,,,1.78,73,13,20,7,12,15,16,14,9,14,11,5,8,13,11,9,15,13,14,12,14,13,14,17,15,5,14,9,14,13,14,16,15,13,11,14,15,13,11,,,,,,,,,,,
318,Ben Doak,Liverpool,amr,,,,,,1.7,73,7,20,11,14,16,10,14,7,6,9,4,8,14,8,9,15,15,11,13,15,12,13,18,14,6,14,6,14,14,15,16,16,16,5,12,15,8,10,,,,,,,,,,,
319,Harvey Elliott,Liverpool,mc,amr,,,,,1.7,64,20,7,12,15,14,9,17,12,7,10,7,9,17,12,10,16,13,14,14,15,15,15,16,14,10,16,10,17,16,17,12,16,15,7,11,12,14,11,,,,,,,,,,,
320,Endo Wataru,Liverpool,dm,mc,,,,,1.78,77,10,20,6,8,12,10,13,6,15,11,8,13,13,11,15,13,14,14,16,14,16,13,18,10,16,13,15,19,13,17,12,12,15,12,17,12,17,12,,,,,,,,,,,
321,Cody Gakpo,Liverpool,aml,amc,st,amr,,,1.89,76,10,20,14,14,15,13,15,12,12,14,5,7,14,11,7,14,9,13,11,15,14,12,14,14,13,14,8,14,13,14,15,15,14,12,12,14,13,12,,,,,,,,,,,
322,Joe Gomez,Liverpool,dr,dc,dl,,,,1.88,87,8,20,4,13,11,2,15,5,15,3,16,15,14,4,15,14,14,13,15,14,14,14,13,5,10,11,15,16,7,14,16,15,14,14,15,16,15,15,,,,,,,,,,,
323,Ryan Gravenberch,Liverpool,mc,dm,amc,,,,1.9,77,11,20,14,13,15,11,16,14,13,14,7,10,16,11,13,16,11,14,13,15,13,14,15,15,8,15,12,13,15,13,14,16,15,15,13,14,15,14,,,,,,,,,,,
324,Curtis Jones,Liverpool,mc,aml,amc,,,,1.85,75,9,20,11,13,16,11,16,11,8,12,7,11,15,13,11,15,12,15,11,15,14,14,15,14,11,15,11,17,15,15,14,15,14,9,14,13,14,11,,,,,,,,,,,
325,Caoimhin Kelleher,Liverpool,gk,,,,,,1.88,83,7,20,,,,,14,7,,,,,14,3,,14,8,13,13,14,12,13,15,2,9,2,13,13,8,11,13,14,13,13,13,12,10,12,14,13,10,8,14,13,14,11,16,13,12
326,Ibrahima Konaté,Liverpool,dc,,,,,,1.94,95,9,20,3,5,13,4,14,6,16,5,12,15,13,7,16,14,15,14,15,14,15,14,15,8,10,7,15,14,9,14,14,13,16,17,14,16,13,17,,,,,,,,,,,
327,Luis Díaz,Liverpool,aml,amr,,,,,1.8,70,12,20,9,12,17,14,18,10,13,13,3,7,14,7,5,18,11,13,11,14,13,13,15,18,4,15,8,13,14,14,17,17,14,10,14,16,13,10,,,,,,,,,,,
328,Mohamed Salah,Liverpool,amr,st,aml,,,,1.75,72,20,8,11,16,16,16,17,12,10,13,6,7,15,17,6,17,11,16,10,15,14,16,18,15,11,17,8,16,17,16,18,16,17,8,17,17,15,15,,,,,,,,,,,
329,Alexis Mac Allister,Liverpool,dm,mc,amc,,,,1.74,71,8,20,14,14,13,14,16,16,10,15,8,9,16,16,14,16,15,15,14,16,15,16,14,14,11,14,14,16,16,15,13,12,12,8,14,13,14,12,,,,,,,,,,,
330,James McConnell,Liverpool,mc,dm,mr,,,,1.84,76,7,20,13,12,14,14,14,12,12,12,6,11,14,10,10,14,15,13,11,13,11,13,4,5,7,13,14,15,11,13,13,13,12,11,13,13,14,10,,,,,,,,,,,
331,Tyler Morton,Liverpool,dm,mc,,,,,1.78,69,10,20,14,12,12,9,15,14,8,10,5,11,16,11,10,15,9,12,9,13,13,12,13,12,11,12,12,14,16,13,12,12,11,9,12,12,11,7,,,,,,,,,,,
332,Nathaniel Phillips,Liverpool,dc,,,,,,1.9,76,7,20,2,6,9,4,12,7,16,6,11,14,12,5,14,11,15,11,16,11,12,11,13,5,9,7,14,14,8,14,13,10,11,15,12,12,11,15,,,,,,,,,,,
333,Jarell Quansah,Liverpool,dc,,,,,,1.98,91,7,20,2,6,13,7,14,5,14,4,8,13,15,5,14,13,14,14,13,15,13,12,14,7,12,6,13,13,9,14,13,10,12,14,14,14,12,14,,,,,,,,,,,
334,Rhys Williams,Liverpool,dc,,,,,,1.95,89,6,20,3,5,11,7,11,6,15,4,11,13,12,5,13,11,12,11,13,12,11,11,14,4,9,6,13,13,7,12,11,9,10,16,11,12,12,13,,,,,,,,,,,
335,Andrew Robertson,Liverpool,dl,wbl,,,,,1.78,64,20,4,14,16,12,5,15,9,10,5,13,14,14,7,15,14,17,14,15,15,14,15,16,11,15,14,13,16,12,17,16,14,13,9,17,16,18,12,,,,,,,,,,,
