name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,defensive_contribution,GW
Sam Szmodics,MID,Ipswich Town,,0,0,0,0,0.0,319,0.00,0.00,0.00,0.00,18,0,0,0.0,0.0,2026-08-30T15:30:00Z,0,FALSE,16,0,0,0,0,2,0,615,0,2,5,0.0,0,-409,0,409,50,False,0,0,2
Chuba Akpom,FWD,Ipswich Town,,0,0,30,0,0.0,320,0.00,0.97,0.97,4.01,18,4,1,0.0,0.0,2026-08-30T15:30:00Z,45,FALSE,16,0,0,0,0,2,0,52422,0,2,5,0.0,5,-1625,4625,6250,50,False,0,0,2
Sindre Walle Egeli,FWD,Ipswich Town,,0,0,0,0,0.0,321,0.00,0.00,0.00,0.00,18,0,0,0.0,0.0,2026-08-30T15:30:00Z,0,FALSE,16,0,0,0,0,2,0,247770,0,2,5,0.0,0,17271,40712,23441,45,False,0,0,2
Ali Al-Hamadi,FWD,Ipswich Town,,0,0,0,0,0.0,322,0.00,0.00,0.00,0.00,18,0,0,0.0,0.0,2026-08-30T15:30:00Z,0,FALSE,16,0,0,0,0,2,0,12213,0,2,5,0.0,0,-2247,755,3002,50,False,0,0,2
Kasey McAteer,MID,Ipswich Town,,0,0,3,0,0.0,323,0.00,0.00,0.00,0.18,18,0,0,0.0,0.0,2026-08-30T15:30:00Z,7,FALSE,16,0,0,0,0,2,0,133761,0,2,5,0.0,1,-5950,5615,11565,45,False,0,1,2
Anis Mehmeti,MID,Ipswich Town,,0,0,0,0,0.0,324,0.00,0.00,0.00,0.00,18,0,0,0.0,0.0,2026-08-30T15:30:00Z,0,FALSE,16,0,0,0,0,2,0,4692,0,2,5,0.0,0,-639,47,686,50,False,0,0,2
Kayne van Oevelen,GK,Ipswich Town,,0,0,0,0,0.0,554,0.00,0.00,0.00,0.00,18,0,0,0.0,0.0,2026-08-30T15:30:00Z,0,FALSE,16,0,0,0,0,2,0,3085,0,2,5,0.0,0,-583,54,637,45,False,0,0,2
Daizen Maeda,MID,Ipswich Town,,0,0,10,0,0.0,562,0.01,0.07,0.06,3.91,18,4,0,0.0,0.0,2026-08-30T15:30:00Z,72,FALSE,16,0,0,0,0,2,0,37115,1,2,5,0.0,2,-3302,740,4042,55,False,0,5,2
Kjell Scherpen,GK,Ipswich Town,,0,0,9,0,0.0,564,0.01,0.01,0.00,4.77,18,5,0,0.0,0.0,2026-08-30T15:30:00Z,90,FALSE,16,0,0,0,0,2,6,62701,1,2,5,0.0,2,-2247,1329,3576,45,False,0,0,2
Florentino Ibrain Morris Luís,MID,Ipswich Town,,0,0,0,0,0.0,571,0.00,0.00,0.00,0.00,18,0,0,0.0,0.0,2026-08-30T15:30:00Z,0,FALSE,16,0,0,0,0,2,0,11870,0,2,5,0.0,0,-1993,214,2207,50,False,0,0,2
Julio Enciso,MID,Ipswich Town,,1,0,25,0,0.0,591,0.31,0.71,0.40,4.77,18,5,0,0.0,0.0,2026-08-30T15:30:00Z,90,FALSE,16,0,0,0,0,2,0,48266,1,2,5,0.0,5,13215,17669,4454,55,False,0,8,2
Abdoul Ouattara,DEF,Ipswich Town,,0,0,-1,0,0.0,592,0.00,0.00,0.00,0.86,18,1,0,0.0,0.0,2026-08-30T15:30:00Z,17,FALSE,16,0,0,0,0,2,0,99458,0,2,5,0.0,1,-3097,2769,5866,40,False,0,0,2
Cameron Humphreys,MID,Ipswich Town,,0,0,0,0,0.0,602,0.00,0.00,0.00,0.00,18,0,0,0.0,0.0,2026-08-30T15:30:00Z,0,FALSE,16,0,0,0,0,2,0,3086,0,2,5,0.0,0,942,1275,333,45,False,0,0,2
Exequiel Palacios,MID,Ipswich Town,,0,0,11,0,0.0,619,0.01,0.01,0.00,1.92,18,2,0,0.0,0.0,2026-08-30T15:30:00Z,28,FALSE,16,0,0,0,0,2,0,127,0,2,5,0.0,1,84,89,5,50,False,0,6,2
Harry Wilson,MID,Leeds,,0,0,7,0,0.0,260,0.04,0.05,0.01,1.13,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,45,FALSE,4,0,0,0,0,2,0,557212,0,1,1,0.0,1,-42839,14929,57768,65,True,0,6,2
Lucas Estella Perri,GK,Leeds,,0,0,0,0,0.0,326,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,FALSE,4,0,0,0,0,2,0,54468,0,1,1,0.0,0,-5031,328,5359,45,True,0,0,2
Jaka Bijol,DEF,Leeds,,0,0,0,0,0.0,327,0.00,0.00,0.00,0.55,17,1,0,0.0,0.0,2026-08-30T13:00:00Z,45,FALSE,4,0,0,0,0,2,0,96315,1,1,1,0.0,1,37035,45219,8184,50,True,0,5,2
Joe Rodon,DEF,Leeds,,0,0,4,0,0.0,329,0.00,0.00,0.00,0.35,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,33,FALSE,4,0,0,0,0,2,0,358288,1,1,1,0.0,1,9026,21600,12574,45,True,0,4,2
Jayden Bogle,DEF,Leeds,,0,0,9,0,0.0,330,0.01,0.01,0.00,0.74,17,1,0,0.0,0.0,2026-08-30T13:00:00Z,67,FALSE,4,0,0,0,0,2,0,54809,1,1,1,0.0,2,2801,5925,3124,45,True,0,7,2
Gabriel Gudmundsson,DEF,Leeds,,0,0,0,0,0.0,331,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,FALSE,4,0,0,0,0,2,0,4329,0,1,1,0.0,0,-926,66,992,45,True,0,0,2
James Justin,DEF,Leeds,,0,0,12,0,0.0,332,0.01,0.04,0.03,1.67,17,1,0,0.0,0.0,2026-08-30T13:00:00Z,90,FALSE,4,0,0,0,0,2,0,121554,1,1,1,0.0,2,34143,43534,9391,45,True,0,8,2
Sebastiaan Bornauw,DEF,Leeds,,0,0,0,0,0.0,333,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,FALSE,4,0,0,0,0,2,0,335,0,1,1,0.0,0,-170,0,170,45,True,0,0,2
Tarik Muharemović,DEF,Leeds,,0,0,17,0,0.0,334,0.01,0.01,0.00,1.67,17,1,0,0.0,0.0,2026-08-30T13:00:00Z,90,FALSE,4,0,0,0,0,2,0,336009,1,1,1,0.0,4,9697,21539,11842,50,True,0,19,2
Anton Stach,MID,Leeds,,0,0,13,0,0.0,335,0.01,0.08,0.07,1.67,17,1,0,0.0,0.0,2026-08-30T13:00:00Z,90,FALSE,4,0,0,0,0,2,0,255319,1,1,1,0.0,4,67665,81344,13679,60,True,0,16,2
Noah Okafor,MID,Leeds,,0,0,11,0,0.0,336,0.01,0.09,0.08,0.74,17,1,0,0.0,0.0,2026-08-30T13:00:00Z,68,FALSE,4,0,0,0,0,2,0,40559,1,1,1,0.0,2,-7813,1355,9168,60,True,0,2,2
Brenden Aaronson,MID,Leeds,,0,0,6,0,0.0,337,0.01,0.01,0.00,0.55,17,1,0,0.0,0.0,2026-08-30T13:00:00Z,45,FALSE,4,0,0,0,0,2,0,85405,1,1,1,0.0,1,-5840,2593,8433,55,True,0,3,2
Ethan Ampadu,MID,Leeds,,0,0,12,0,0.0,338,0.09,0.10,0.01,1.67,17,1,0,0.0,0.0,2026-08-30T13:00:00Z,90,FALSE,4,0,0,0,0,2,0,133624,1,1,1,0.0,2,-4850,4591,9441,55,True,0,10,2
Sean Longstaff,MID,Leeds,,0,0,0,0,0.0,339,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,FALSE,4,0,0,0,0,2,0,12723,0,1,1,0.0,0,-1056,575,1631,50,True,0,0,2
Wilfried Gnonto,MID,Leeds,,0,0,0,0,0.0,341,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,FALSE,4,0,0,0,0,2,0,1522,0,1,1,0.0,0,-678,18,696,50,True,0,0,2
Jack Harrison,MID,Leeds,,0,0,0,0,0.0,342,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,FALSE,4,0,0,0,0,2,0,98,0,1,1,0.0,0,-36,0,36,50,True,0,0,2
Daniel James,MID,Leeds,,0,0,2,0,0.0,343,0.01,0.25,0.24,0.93,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,22,FALSE,4,0,0,0,0,2,0,11703,0,1,1,0.0,1,-873,863,1736,50,True,0,2,2
Ilia Gruev,MID,Leeds,,0,0,0,0,0.0,344,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,FALSE,4,0,0,0,0,2,0,362,0,1,1,0.0,0,-120,9,129,50,True,0,0,2
Tanaka Ao,MID,Leeds,,0,0,6,0,0.0,345,0.01,0.01,0.00,1.13,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,45,FALSE,4,0,0,0,0,2,0,21386,0,1,1,0.0,1,-3334,899,4233,50,True,0,11,2
Dominic Calvert-Lewin,FWD,Leeds,,0,2,31,0,0.0,346,0.02,0.94,0.92,1.67,17,1,1,0.0,0.0,2026-08-30T13:00:00Z,90,FALSE,4,0,0,0,0,2,0,2823193,1,1,1,0.0,8,-104622,84314,188936,60,True,0,4,2
Lukas Nmecha,FWD,Leeds,,1,0,18,0,0.0,347,0.00,0.10,0.10,0.93,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,21,FALSE,4,0,0,0,0,2,0,51231,0,1,1,0.0,4,-7627,1917,9544,55,True,0,1,2
Joël Piroe,FWD,Leeds,,0,0,0,0,0.0,348,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,FALSE,4,0,0,0,0,2,0,11733,0,1,1,0.0,0,-5351,0,5351,50,True,0,0,2
Mateo Joseph Fernández-Regatillo,FWD,Leeds,,0,0,0,0,0.0,349,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,FALSE,4,0,0,0,0,2,0,5489,0,1,1,0.0,0,-726,325,1051,45,True,0,0,2
James Trafford,GK,Leeds,,0,0,20,0,0.0,385,0.00,0.00,0.00,1.67,17,1,0,0.0,0.0,2026-08-30T13:00:00Z,90,FALSE,4,0,0,0,0,2,4,437245,1,1,1,0.0,3,48690,63794,15104,50,True,0,0,2
Nico Elvedi,DEF,Leeds,,0,0,9,0,0.0,598,0.00,0.00,0.00,1.32,17,1,0,0.0,0.0,2026-08-30T13:00:00Z,56,FALSE,4,0,0,0,0,2,0,2511,0,1,1,0.0,1,75,354,279,45,True,0,6,2
Jayden Lienou,DEF,Leeds,,0,0,0,0,0.0,603,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,FALSE,4,0,0,0,0,2,0,7187,0,1,1,0.0,0,1169,1488,319,40,True,0,0,2
Alfie Cresswell,MID,Leeds,,0,0,0,0,0.0,604,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,FALSE,4,0,0,0,0,2,0,7215,0,1,1,0.0,0,2319,3029,710,45,True,0,0,2
Alex Cairns,GK,Leeds,,0,0,0,0,0.0,625,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,FALSE,4,0,0,0,0,2,0,0,0,1,1,0.0,0,0,0,0,40,True,0,0,2
Alisson Becker,GK,Liverpool,,0,0,-5,0,0.0,350,0.00,0.00,0.00,2.30,14,2,0,0.0,0.0,2026-08-29T11:30:00Z,90,FALSE,18,0,0,0,0,2,1,377543,1,2,2,0.0,0,4084,25307,21223,55,True,1,0,2
Giorgi Mamardashvili,GK,Liverpool,,0,0,0,0,0.0,351,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,FALSE,18,0,0,0,0,2,0,15032,0,2,2,0.0,0,-1380,658,2038,50,True,0,0,2
Freddie Woodman,GK,Liverpool,,0,0,0,0,0.0,352,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,FALSE,18,0,0,0,0,2,0,107195,0,2,2,0.0,0,-2260,3263,5523,40,True,0,0,2
Armin Pecsi,GK,Liverpool,,0,0,0,0,0.0,353,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,FALSE,18,0,0,0,0,2,0,2467,0,2,2,0.0,0,-448,0,448,40,True,0,0,2
Vitezslav Jaros,GK,Liverpool,,0,0,0,0,0.0,354,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,FALSE,18,0,0,0,0,2,0,1453,0,2,2,0.0,0,-16,163,179,40,True,0,0,2
Harvey Davies,GK,Liverpool,,0,0,0,0,0.0,355,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,FALSE,18,0,0,0,0,2,0,13945,0,2,2,0.0,0,-69,644,713,40,True,0,0,2
Virgil van Dijk,DEF,Liverpool,,0,0,5,0,0.0,356,0.03,0.03,0.00,2.30,14,2,0,0.0,0.0,2026-08-29T11:30:00Z,90,FALSE,18,0,0,0,0,2,0,1939518,1,2,2,0.0,1,-4506,74614,79120,65,True,0,7,2
Jeremie Frimpong,DEF,Liverpool,,0,0,9,0,0.0,357,0.02,0.02,0.00,2.23,14,2,0,0.0,0.0,2026-08-29T11:30:00Z,70,FALSE,18,0,0,0,0,2,0,339802,1,2,2,0.0,1,-9049,24520,33569,55,True,0,6,2
Milos Kerkez,DEF,Liverpool,,0,0,9,0,0.0,358,0.01,0.01,0.00,2.23,14,2,0,0.0,0.0,2026-08-29T11:30:00Z,70,FALSE,18,0,0,0,0,2,0,347978,1,2,2,0.0,1,-18742,15645,34387,55,True,0,8,2
Joe Gomez,DEF,Liverpool,,0,0,0,0,0.0,359,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,FALSE,18,0,0,0,0,2,0,1606,0,2,2,0.0,0,-330,79,409,50,True,0,0,2
Conor Bradley,DEF,Liverpool,,0,0,0,0,0.0,360,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,FALSE,18,0,0,0,0,2,0,1023,0,2,2,0.0,0,-140,79,219,50,True,0,0,2
Wellity Lucky,DEF,Liverpool,,0,0,0,0,0.0,361,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,FALSE,18,0,0,0,0,2,0,11947,0,2,2,0.0,0,-529,608,1137,40,True,0,0,2
Jeremy Jacquet,DEF,Liverpool,,0,0,13,0,0.0,362,0.05,0.05,0.00,2.23,14,2,0,0.0,0.0,2026-08-29T11:30:00Z,76,FALSE,18,0,0,0,0,2,0,235410,1,2,2,0.0,3,4556,22712,18156,50,True,0,11,2
Giovanni Leoni,DEF,Liverpool,,0,0,0,0,0.0,363,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,FALSE,18,0,0,0,0,2,0,4039,0,2,2,0.0,0,-337,182,519,40,True,0,0,2
Kostas Tsimikas,DEF,Liverpool,,0,0,4,0,0.0,364,0.01,0.05,0.04,0.07,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,19,FALSE,18,0,0,0,0,2,0,7352,0,2,2,0.0,1,-643,339,982,50,True,0,0,2
Calvin Ramsay,DEF,Liverpool,,0,0,0,0,0.0,365,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,FALSE,18,0,0,0,0,2,0,18344,0,2,2,0.0,0,-3114,638,3752,40,True,0,0,2
Florian Wirtz,MID,Liverpool,,1,0,23,0,0.0,366,0.20,0.43,0.23,2.30,14,2,0,0.0,0.0,2026-08-29T11:30:00Z,90,FALSE,18,0,0,0,0,2,0,1118328,1,2,2,0.0,4,-98339,24923,123262,75,True,1,10,2
Cody Gakpo,MID,Liverpool,,1,0,21,0,0.0,367,0.65,0.65,0.00,2.23,14,2,0,0.0,0.0,2026-08-29T11:30:00Z,70,FALSE,18,0,0,0,0,2,0,653797,1,2,2,0.0,5,177953,205704,27751,70,True,0,3,2
Dominik Szoboszlai,MID,Liverpool,,0,0,24,0,0.0,368,0.17,0.33,0.16,2.30,14,2,0,0.0,0.0,2026-08-29T11:30:00Z,90,FALSE,18,0,0,0,0,2,0,4309636,1,2,2,0.0,4,177598,245003,67405,70,True,0,13,2
Rio Ngumoha,MID,Liverpool,,0,0,5,0,0.0,369,0.03,0.03,0.00,0.07,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,19,FALSE,18,0,0,0,0,2,0,106917,0,2,2,0.0,1,-9330,5547,14877,60,True,0,0,2
Federico Chiesa,MID,Liverpool,,0,0,0,0,0.0,370,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,FALSE,18,0,0,0,0,2,0,10863,0,2,2,0.0,0,-2965,585,3550,55,True,0,0,2
Ryan Gravenberch,MID,Liverpool,,0,0,7,0,0.0,371,0.01,0.01,0.00,0.07,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,19,FALSE,18,0,0,0,0,2,0,196536,0,2,2,0.0,1,-178,15005,15183,60,True,0,1,2
Alexis Mac Allister,MID,Liverpool,,0,0,10,0,0.0,372,0.39,0.39,0.00,2.23,14,2,0,0.0,0.0,2026-08-29T11:30:00Z,76,FALSE,18,0,0,0,0,2,0,156781,1,2,2,0.0,2,-14941,6567,21508,55,True,0,10,2
Curtis Jones,MID,Liverpool,,0,0,0,0,0.0,373,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,FALSE,18,0,0,0,0,2,0,3769,0,2,2,0.0,0,-1095,33,1128,55,True,0,0,2
Endo Wataru,MID,Liverpool,,0,0,0,0,0.0,374,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,FALSE,18,0,0,0,0,2,0,6389,0,2,2,0.0,0,-500,485,985,50,True,0,0,2
Trey Nyoni,MID,Liverpool,,0,0,3,0,0.0,375,0.00,0.00,0.00,0.07,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,13,FALSE,18,0,0,0,0,2,0,3607,0,2,2,0.0,1,-534,139,673,50,True,0,5,2
Stefan Bajčetić Maquieira,MID,Liverpool,,0,0,0,0,0.0,376,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,FALSE,18,0,0,0,0,2,0,173,0,2,2,0.0,0,-21,8,29,50,True,0,0,2
Victor Munoz,MID,Liverpool,,0,0,24,0,0.0,377,0.19,0.51,0.32,2.30,14,2,1,0.0,0.0,2026-08-29T11:30:00Z,90,FALSE,18,0,0,0,0,2,0,60184,1,2,2,0.0,6,573,6486,5913,65,True,1,7,2
James McConnell,MID,Liverpool,,0,0,0,0,0.0,378,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,FALSE,18,0,0,0,0,2,0,25168,0,2,2,0.0,0,-2017,883,2900,45,True,0,0,2
Alexander Isak,FWD,Liverpool,,0,2,30,0,0.0,379,0.00,0.99,0.99,2.30,14,2,1,0.0,0.0,2026-08-29T11:30:00Z,90,FALSE,18,0,0,0,0,2,0,1629014,1,2,2,0.0,8,-28097,73036,101133,90,True,0,1,2
Hugo Ekitiké,FWD,Liverpool,,0,0,0,0,0.0,380,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,FALSE,18,0,0,0,0,2,0,14299,0,2,2,0.0,0,-3098,709,3807,75,True,0,0,2
Lewis Koumas,MID,Liverpool,,0,0,0,0,0.0,381,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,FALSE,18,0,0,0,0,2,0,2137,0,2,2,0.0,0,-54,156,210,50,True,0,0,2
Jayden Danns,FWD,Liverpool,,0,0,0,0,0.0,382,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,FALSE,18,0,0,0,0,2,0,3423,0,2,2,0.0,0,-253,309,562,45,True,0,0,2
Harvey Elliott,MID,Liverpool,,0,0,0,0,0.0,383,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,0,FALSE,18,0,0,0,0,2,0,7117,0,2,2,0.0,0,-836,380,1216,55,True,0,0,2
Ronald Araujo,DEF,Liverpool,,0,0,-1,0,0.0,579,0.01,0.01,0.00,0.07,14,0,0,0.0,0.0,2026-08-29T11:30:00Z,13,FALSE,18,0,0,0,0,2,0,267054,0,2,2,0.0,0,-9867,23907,33774,55,True,1,1,2
Jack Grealish,MID,Man City,,0,0,0,0,0.0,238,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2026-08-28T19:00:00Z,0,FALSE,8,0,0,0,0,2,0,21085,0,4,1,0.0,0,-1201,1202,2403,65,False,0,0,2
Gianluigi Donnarumma,GK,Man City,,0,0,5,0,0.0,384,0.00,0.00,0.00,0.66,11,1,0,0.0,0.0,2026-08-28T19:00:00Z,90,FALSE,8,1,0,0,0,2,1,828113,1,4,1,0.0,0,-10944,34008,44952,55,False,0,0,2
Marcus Bettinelli,GK,Man City,,0,0,0,0,0.0,386,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2026-08-28T19:00:00Z,0,FALSE,8,0,0,0,0,2,0,2853,0,4,1,0.0,0,-101,135,236,45,False,0,0,2
Nico O'Reilly,DEF,Man City,,0,0,11,0,0.0,387,0.02,0.04,0.02,0.66,11,1,0,0.0,0.0,2026-08-28T19:00:00Z,88,FALSE,8,0,0,0,0,2,0,2068744,1,4,1,0.0,2,-38546,68784,107330,65,False,0,1,2
Marc Guéhi,DEF,Man City,,0,0,12,0,0.0,388,0.04,0.04,0.00,0.66,11,1,0,0.0,0.0,2026-08-28T19:00:00Z,90,FALSE,8,0,0,0,0,2,0,1952448,1,4,1,0.0,2,140987,182745,41758,60,False,0,5,2
Matheus Nunes,DEF,Man City,,0,0,0,0,0.0,389,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2026-08-28T19:00:00Z,0,FALSE,8,0,0,0,0,2,0,142089,0,4,1,0.0,0,-14462,3031,17493,60,False,0,0,2
Rúben dos Santos Gato Alves Dias,DEF,Man City,,0,0,19,0,0.0,390,0.57,0.66,0.09,0.66,11,1,0,0.0,0.0,2026-08-28T19:00:00Z,90,FALSE,8,0,0,0,0,2,0,176387,1,4,1,0.0,2,-2699,9858,12557,55,False,0,6,2
Joško Gvardiol,DEF,Man City,,1,0,18,0,0.0,391,0.04,0.04,0.00,0.66,11,1,0,0.0,0.0,2026-08-28T19:00:00Z,74,FALSE,8,0,0,0,0,2,0,1383738,1,4,1,0.0,5,193061,228418,35357,55,False,0,2,2
Rayan Aït-Nouri,DEF,Man City,,0,0,0,0,0.0,392,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2026-08-28T19:00:00Z,0,FALSE,8,0,0,0,0,2,0,77633,0,4,1,0.0,0,-14163,2616,16779,55,False,0,0,2
Abdukodir Khusanov,DEF,Man City,,0,0,17,0,0.0,393,0.02,0.02,0.00,0.66,11,1,0,0.0,0.0,2026-08-28T19:00:00Z,88,FALSE,8,0,0,0,0,2,0,170855,1,4,1,0.0,2,-8451,6086,14537,55,False,0,7,2
Max Alleyne,DEF,Man City,,0,0,0,0,0.0,394,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2026-08-28T19:00:00Z,0,FALSE,8,0,0,0,0,2,0,720,0,4,1,0.0,0,-357,0,357,50,False,0,0,2
Rico Lewis,DEF,Man City,,0,0,0,0,0.0,395,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2026-08-28T19:00:00Z,0,FALSE,8,0,0,0,0,2,0,25045,0,4,1,0.0,0,1097,3620,2523,45,False,0,0,2
Vitor de Oliveira Nunes dos Reis,DEF,Man City,,0,0,3,0,0.0,396,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2026-08-28T19:00:00Z,1,FALSE,8,0,0,0,0,2,0,2034,0,4,1,0.0,1,-138,102,240,45,False,0,0,2
Antoine Semenyo,MID,Man City,,1,0,33,0,0.0,397,0.57,0.63,0.06,0.66,11,1,0,0.0,0.0,2026-08-28T19:00:00Z,90,FALSE,8,0,0,0,0,2,0,2377196,1,4,1,0.0,5,-124110,49100,173210,85,False,0,3,2
Phil Foden,MID,Man City,,2,1,38,0,0.0,398,0.45,1.32,0.87,0.66,11,1,0,0.0,0.0,2026-08-28T19:00:00Z,90,FALSE,8,0,0,0,0,2,0,400716,1,4,1,0.0,9,-26374,20147,46521,70,False,0,7,2
Rayan Cherki,MID,Man City,,0,3,60,0,0.0,399,0.55,0.90,0.35,0.66,11,1,2,0.0,0.0,2026-08-28T19:00:00Z,81,FALSE,8,0,0,0,0,2,0,1073154,1,4,1,0.0,14,161916,203318,41402,75,False,1,3,2
Jérémy Doku,MID,Man City,,0,0,0,0,0.0,400,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2026-08-28T19:00:00Z,0,FALSE,8,0,0,0,0,2,0,122950,0,4,1,0.0,0,-69521,494,70015,75,False,0,0,2
Rodrigo 'Rodri' Hernandez Cascante,MID,Man City,,0,0,0,0,0.0,402,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2026-08-28T19:00:00Z,0,FALSE,8,0,0,0,0,2,0,1526,0,4,1,0.0,0,-796,0,796,65,False,0,0,2
Tijjani Reijnders,MID,Man City,,0,0,0,0,0.0,404,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2026-08-28T19:00:00Z,0,FALSE,8,0,0,0,0,2,0,5966,0,4,1,0.0,0,-5624,0,5624,60,False,0,0,2
Mateo Kovačić,MID,Man City,,0,0,9,0,0.0,406,0.01,0.01,0.00,0.00,11,0,0,0.0,0.0,2026-08-28T19:00:00Z,15,FALSE,8,0,0,0,0,2,0,8589,0,4,1,0.0,1,-460,829,1289,55,False,0,0,2
Claudio Echeverri,MID,Man City,,0,0,0,0,0.0,407,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2026-08-28T19:00:00Z,0,FALSE,8,0,0,0,0,2,0,1653,0,4,1,0.0,0,-204,93,297,50,False,0,0,2
Kalvin Phillips,MID,Man City,,0,0,0,0,0.0,408,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2026-08-28T19:00:00Z,0,FALSE,8,0,0,0,0,2,0,762,0,4,1,0.0,0,-305,0,305,50,False,0,0,2
Divine Mukasa,MID,Man City,,0,0,0,0,0.0,409,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2026-08-28T19:00:00Z,0,FALSE,8,0,0,0,0,2,0,17482,0,4,1,0.0,0,-1559,927,2486,45,False,0,0,2
Jeremy Monga,MID,Man City,,0,0,0,0,0.0,410,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2026-08-28T19:00:00Z,0,FALSE,8,0,0,0,0,2,0,1523,0,4,1,0.0,0,-207,76,283,50,False,0,0,2
Erling Haaland,FWD,Man City,,0,3,60,0,0.0,411,0.00,0.66,0.66,0.66,11,1,2,0.0,0.0,2026-08-28T19:00:00Z,90,FALSE,8,0,0,0,0,2,0,6731685,1,4,1,0.0,13,-34247,69605,103852,155,False,0,5,2
Elliot Anderson,MID,Man City,,0,0,25,0,0.0,481,0.22,0.29,0.07,0.66,11,1,0,0.0,0.0,2026-08-28T19:00:00Z,81,FALSE,8,0,0,0,0,2,0,597491,1,4,1,0.0,3,-143069,10236,153305,64,False,1,14,2
