age,assists,assists_per90,cards_red,cards_yellow,cards_yellow_red,crosses,fbref_id,fouled,fouls,games,games_complete,games_starts,games_subs,goals,goals_assists,goals_assists_pens_per90,goals_assists_per90,goals_pens,goals_pens_per90,goals_per90,goals_per_shot,goals_per_shot_on_target,interceptions,minutes,minutes_90s,minutes_pct,minutes_per_game,minutes_per_start,minutes_per_sub,name,nationality,offsides,on_goals_against,on_goals_for,own_goals,pens_att,pens_conceded,pens_made,pens_won,plus_minus,plus_minus_per90,plus_minus_wowy,points_per_game,position,shots,shots_on_target,shots_on_target_pct,shots_on_target_per90,shots_per90,tackles_won,team,unused_subs,gk_clean_sheets,gk_clean_sheets_pct,gk_games,gk_games_starts,gk_goals_against,gk_goals_against_per90,gk_losses,gk_minutes,gk_pens_allowed,gk_pens_att,gk_pens_missed,gk_pens_save_pct,gk_pens_saved,gk_save_pct,gk_saves,gk_shots_on_target_against,gk_ties,gk_wins
"26-176","0","0.00","0","0","0","3","7ba2eaa9","1","1","2","0","1","1","1","1","1.10","1.10","1","1.10","1.10","0.33","0.50","1","82","0.9","45.6","41","67","15","Pedro Neto","pt POR","0","2","3","0","0","0.00","0","0.00","+1","+1.10","+0.18","3.00","MF","3","2","66.7","2.20","3.29","1","Chelsea","0","","","","","","","","","","","","","","","","","",""
"25-258","0","0.00","0","1","0","0","132a82f1","0","0","1","0","1","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","67","0.7","37.2","67","67","0.00","Wesley Fofana","fr FRA","0","2","3","0","0","0.00","0","0.00","+1","+1.34","+0.55","3.00","DF","0","0","0.00","0.00","0.00","0","Chelsea","0","","","","","","","","","","","","","","","","","",""
"28-144","0","0.00","0","0","0","0","63c5e56b","0","0","2","0","0","2","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","45","0.5","25.0","23","0.00","23","Pep Chavarría","es ESP","0","1","1","0","0","0.00","0","0.00","0","0.00","-1.33","3.00","DF,MF","0","0","0.00","0.00","0.00","1","Chelsea","0","","","","","","","","","","","","","","","","","",""
"25-227","0","0.00","0","0","0","0","5ff4ab71","1","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","26","0.3","14.4","26","0.00","26","Enzo Fernández","ar ARG","0","0","0","0","0","0.00","0","0.00","0","0.00","-1.17","3.00","MF","0","0","0.00","0.00","0.00","0","Chelsea","0","","","","","","","","","","","","","","","","","",""
"24-303","0","0.00","0","0","0","0","16264a81","0","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","14","0.2","7.8","14","0.00","14","Moisés Caicedo","ec ECU","0","0","1","0","0","0.00","0","0.00","+1","+6.43","+5.89","3.00","MF","0","0","0.00","0.00","0.00","0","Chelsea","0","","","","","","","","","","","","","","","","","",""
"22-040","0","0.00","0","0","0","0","b9f282ec","0","1","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","9","0.1","5.0","9","0.00","9","Valentín Barco","ar ARG","0","1","0","0","0","0.00","0","0.00","-1","-10.00","-11.58","3.00","DF,MF","1","0","0.0","0.00","10.00","0","Chelsea","1","","","","","","","","","","","","","","","","","",""
"19-124","0","0.00","0","0","0","0","19f53b56","0","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","9","0.1","5.0","9","0.00","9","Geovany Quenda","pt POR","1","0","0","0","0","0.00","0","0.00","0","0.00","-1.05","3.00","MF","0","0","0.00","0.00","0.00","0","Chelsea","0","","","","","","","","","","","","","","","","","",""
"19-130","0","0.00","0","0","0","0","2eda11b1","0","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","8","0.1","4.4","8","0.00","8","Estêvão Willian","br BRA","0","0","0","0","0","0.00","0","0.00","0","0.00","-1.05","3.00","MF","0","0","0.00","0.00","0.00","0","Chelsea","1","","","","","","","","","","","","","","","","","",""
"21-032","0.00","0.00","0.00","0.00","","","074e1710","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Mike Penders","be BEL","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","GK","","","","","","","Chelsea","2","","","","","","","","","","","","","","","","","",""
"35-279","0.00","0.00","0.00","0.00","","","ce5143da","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Danny Welbeck","eng ENG","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","FW,MF","","","","","","","Chelsea","2","","","","","","","","","","","","","","","","","",""
"26-035","0","0.00","0","0","0","0","17695062","0","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","15","0.2","8.3","15","0.00","15","Emile Smith Rowe","eng ENG","0","0","0","0","0","0.00","0","0.00","0","0.00","+1.09","0.00","MF","1","0","0.0","0.00","6.00","0","Fulham","1","","","","","","","","","","","","","","","","","",""
"23-240","0","0.00","0","0","0","2","93508980","0","3","2","0","0","2","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","26","0.3","14.4","13","0.00","13","Kevin","br BRA","0","0","0","0","0","0.00","0","0.00","0","0.00","+1.17","0.00","MF","0","0","0.00","0.00","0.00","0","Fulham","0","","","","","","","","","","","","","","","","","",""
"26-244","0","0.00","0","1","0","0","a36524bf","3","1","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","2","180","2.0","100.0","90","90","0.00","Calvin Bassey","ng NGA","0","4","2","0","0","0.00","0","0.00","-2","-1.00","0.00","0.00","DF","1","0","0.0","0.00","0.50","1","Fulham","0","","","","","","","","","","","","","","","","","",""
"22-161","0","0.00","0","0","0","1","74c2d562","2","4","2","2","2","0","1","1","0.50","0.50","1","0.50","0.50","0.17","1.00","0","180","2.0","100.0","90","90","0.00","Gonzalo García","es ESP","0","4","2","0","0","0.00","0","0.00","-2","-1.00","0.00","0.00","FW","6","1","16.7","0.50","3.00","0","Fulham","0","","","","","","","","","","","","","","","","","",""
"30-121","0","0.00","0","0","0","5","6ca5ec4b","1","1","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","3","180","2.0","100.0","90","90","0.00","Alex Iwobi","ng NGA","0","4","2","0","0","0.00","0","0.00","-2","-1.00","0.00","0.00","MF","1","0","0.0","0.00","0.50","2","Fulham","0","","","","","","","","","","","","","","","","","",""
"19-241","0","0.00","0","0","0","3","86109b3b","1","3","2","2","2","0","1","1","0.50","0.50","1","0.50","0.50","0.20","0.50","0","180","2.0","100.0","90","90","0.00","Joshua King","eng ENG","0","4","2","0","0","0.00","0","0.00","-2","-1.00","0.00","0.00","MF","5","2","40.0","1.00","2.50","2","Fulham","0","","","","","","","","","","","","","","","","","",""
"34-181","0","0.00","0","0","0","0","2628fd2b","0","0","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","180","2.0","100.0","90","90","0.00","Bernd Leno","de GER","0","4","2","0","0","0.00","0","0.00","-2","-1.00","0.00","0.00","GK","0","0","0.00","0.00","0.00","0","Fulham","0","0","0.0","2","2","4","2.00","2","180","0","0","0","0.00","0","60.0","6","10","0","0"
"29-024","0","0.00","0","0","0","7","289601e6","1","0","2","1","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","171","1.9","95.0","86","86","0.00","Antonee Robinson","us USA","0","4","2","0","0","0.00","0","0.00","-2","-1.05","-1.05","0.00","DF","1","0","0.0","0.00","0.53","5","Fulham","0","","","","","","","","","","","","","","","","","",""
"30-270","1","0.57","0","1","0","3","197640fd","4","5","2","1","2","0","0","1","0.57","0.57","0","0.00","0.00","0.00","0.00","2","157","1.7","87.2","79","79","0.00","Timothy Castagne","be BEL","1","3","2","0","0","0.00","0","0.00","-1","-0.57","+3.34","0.00","DF","1","1","100.0","0.57","0.57","2","Fulham","0","","","","","","","","","","","","","","","","","",""
"28-199","0","0.00","0","0","0","1","d0b6129f","0","1","2","0","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","154","1.7","85.6","77","77","0.00","Sander Berge","no NOR","0","4","2","0","0","0.00","0","0.00","-2","-1.17","-1.17","0.00","MF","1","0","0.0","0.00","0.58","0","Fulham","0","","","","","","","","","","","","","","","","","",""
"21-294","0","0.00","0","1","0","1","f4d61d12","0","4","2","0","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","147","1.6","81.7","74","74","0.00","César Palacios","es ESP","0","4","2","0","0","0.00","0","0.00","-2","-1.22","-1.22","0.00","MF","3","0","0.0","0.00","1.84","1","Fulham","0","","","","","","","","","","","","","","","","","",""
"23-051","0","0.00","0","0","0","4","eed2427e","3","2","2","0","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","2","133","1.5","73.9","67","67","0.00","Oscar Bobb","no NOR","0","3","2","0","0","0.00","0","0.00","-1","-0.68","+1.24","0.00","MF","0","0","0.00","0.00","0.00","1","Fulham","0","","","","","","","","","","","","","","","","","",""
"30-093","0","0.00","0","1","0","0","e34fc66d","1","3","1","1","1","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","90","1.0","50.0","90","90","0.00","Joachim Andersen","dk DEN","0","1","0","0","0","0.00","0","0.00","-1","-1.00","0.00","0.00","DF","0","0","0.00","0.00","0.00","0","Fulham","0","","","","","","","","","","","","","","","","","",""
"26-288","0","0.00","0","0","0","0","0abc51f2","0","0","1","1","1","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","90","1.0","50.0","90","90","0.00","Jorge Cuenca","es ESP","0","3","2","0","0","0.00","0","0.00","-1","-1.00","0.00","0.00","DF","0","0","0.00","0.00","0.00","1","Fulham","1","","","","","","","","","","","","","","","","","",""
"22-300","0","0.00","0","0","0","1","5cc3ce65","0","0","2","0","0","2","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","47","0.5","26.1","24","0.00","24","Shea Charles","nir NIR","0","1","0","0","0","0.00","0","0.00","-1","-1.91","-1.24","0.00","DF,MF","2","0","0.0","0.00","3.83","1","Fulham","0","","","","","","","","","","","","","","","","","",""
"26-106","0","0.00","0","0","0","7","6aa3e78b","0","0","2","0","0","2","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","41","0.5","22.8","21","0.00","21","Ryan Sessegnon","eng ENG","0","1","0","0","0","0.00","0","0.00","-1","-2.20","-1.55","0.00","DF,FW","2","1","50.0","2.20","4.39","0","Fulham","0","","","","","","","","","","","","","","","","","",""
"25-120","0","0.00","0","0","0","0","a755db8c","0","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","9","0.1","5.0","9","0.00","9","Rodrigo Muniz","br BRA","0","0","0","0","0","0.00","0","0.00","0","0.00","+1.05","0.00","FW","1","1","100.0","10.00","10.00","0","Fulham","1","","","","","","","","","","","","","","","","","",""
"20-324","0.00","0.00","0.00","0.00","","","45c427ff","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Luc De Fougerolles","ca CAN","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","DF","","","","","","","Fulham","1","","","","","","","","","","","","","","","","","",""
"35-128","0.00","0.00","0.00","0.00","","","2fa2a875","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Benjamin Lecomte","fr FRA","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","GK","","","","","","","Fulham","2","","","","","","","","","","","","","","","","","",""
"31-217","0.00","0.00","0.00","0.00","","","803ae100","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Harrison Reed","eng ENG","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","MF","","","","","","","Fulham","2","","","","","","","","","","","","","","","","","",""
"30-327","0.00","0.00","0.00","0.00","","","77d7c96f","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Kenny Tete","nl NED","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","DF","","","","","","","Fulham","1","","","","","","","","","","","","","","","","","",""
"18-056","0.00","0.00","0.00","0.00","","","f2b35283","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Macauley Zepa","fr FRA","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","FW","","","","","","","Fulham","1","","","","","","","","","","","","","","","","","",""
"26-232","0","0.00","0","1","0","0","ccce7025","1","0","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","180","2.0","100.0","90","90","0.00","Sven Botman","nl NED","0","2","4","0","0","0.00","0","0.00","+2","+1.00","0.00","2.00","DF","1","0","0.0","0.00","0.50","0","Newcastle","0","","","","","","","","","","","","","","","","","",""
"24-014","1","0.50","0","0","0","2","bc6e544a","3","3","2","2","2","0","0","1","0.50","0.50","0","0.00","0.00","0.00","0.00","0","180","2.0","100.0","90","90","0.00","Amar Dedić","ba BIH","0","2","4","0","0","0.00","0","0.00","+2","+1.00","0.00","2.00","DF","1","0","0.0","0.00","0.50","1","Newcastle","0","","","","","","","","","","","","","","","","","",""
"21-358","0","0.00","0","0","0","8","da011f18","2","3","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","3","180","2.0","100.0","90","90","0.00","Lewis Hall","eng ENG","0","2","4","0","0","0.00","0","0.00","+2","+1.00","0.00","2.00","DF","1","0","0.0","0.00","0.50","4","Newcastle","0","","","","","","","","","","","","","","","","","",""
"24-050","0","0.00","0","1","0","0","cc8312b4","0","0","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","180","2.0","100.0","90","90","0.00","Lukáš Horníček","cz CZE","0","2","4","0","0","0.00","0","0.00","+2","+1.00","0.00","2.00","GK","0","0","0.00","0.00","0.00","0","Newcastle","0","1","50.0","2","2","2","1.00","0","180","1","1","0","0.0","0","81.8","9","11","1","1"
"25-024","0","0.00","0","0","0","0","ff5ea0bf","3","2","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","180","2.0","100.0","90","90","0.00","Malick Thiaw","de GER","0","2","4","0","0","0.00","0","0.00","+2","+1.00","0.00","2.00","DF","0","0","0.00","0.00","0.00","0","Newcastle","0","","","","","","","","","","","","","","","","","",""
"28-266","0","0.00","0","0","0","3","3ea50f67","4","2","2","1","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","179","2.0","99.4","90","90","0.00","Harvey Barnes","eng ENG","0","2","4","0","0","0.00","0","0.00","+2","+1.01","+1.01","2.00","MF","2","0","0.0","0.00","1.01","1","Newcastle","0","","","","","","","","","","","","","","","","","",""
"29-363","1","0.53","0","1","0","0","2500cef9","8","3","2","0","2","0","1","2","1.06","1.06","1","0.53","0.53","0.17","0.50","0","170","1.9","94.4","85","85","0.00","Yoane Wissa","cd COD","2","1","4","0","0","0.00","0","0.00","+3","+1.59","+10.59","2.00","MF,FW","6","2","33.3","1.06","3.18","0","Newcastle","0","","","","","","","","","","","","","","","","","",""
"20-123","0","0.00","0","1","0","0","2c6835e5","2","1","2","1","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","2","165","1.8","91.7","83","83","0.00","Lewis Miley","eng ENG","0","1","4","0","0","0.00","0","0.00","+3","+1.64","+7.64","2.00","MF","1","0","0.0","0.00","0.55","1","Newcastle","0","","","","","","","","","","","","","","","","","",""
"24-127","0","0.00","0","0","0","5","2fba6108","4","2","2","0","2","0","2","2","1.15","1.15","2","1.15","1.15","0.50","0.67","0","156","1.7","86.7","78","78","0.00","Anthony Elanga","se SWE","0","1","4","0","0","0.00","0","0.00","+3","+1.73","+5.48","2.00","MF","4","3","75.0","1.73","2.31","1","Newcastle","0","","","","","","","","","","","","","","","","","",""
"27-012","0","0.00","0","0","0","2","a3b03921","0","5","2","0","1","1","1","1","0.86","0.86","1","0.86","0.86","0.25","1.00","0","105","1.2","58.3","53","70","35","Joe Willock","eng ENG","0","1","2","0","0","0.00","0","0.00","+1","+0.86","-0.34","2.00","MF","4","1","25.0","0.86","3.43","1","Newcastle","0","","","","","","","","","","","","","","","","","",""
"18-233","0","0.00","0","0","0","0","7f1d94bf","0","0","2","0","1","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","75","0.8","41.7","38","55","20","Sean Steur","nl NED","0","1","2","0","0","0.00","0","0.00","+1","+1.20","+0.34","2.00","MF","0","0","0.00","0.00","0.00","0","Newcastle","0","","","","","","","","","","","","","","","","","",""
"24-241","0","0.00","0","1","0","1","2c56a792","0","2","1","0","1","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","70","0.8","38.9","70","70","0.00","Nicolás González","es ESP","0","0","1","0","0","0.00","0","0.00","+1","+1.29","+0.47","3.00","MF","0","0","0.00","0.00","0.00","0","Newcastle","0","","","","","","","","","","","","","","","","","",""
"23-028","1","1.64","0","0","0","0","7b355808","0","0","1","0","1","0","0","1","1.64","1.64","0","0.00","0.00","0.00","0.00","0","55","0.6","30.6","55","55","0.00","William Osula","dk DEN","0","1","1","0","0","0.00","0","0.00","0","0.00","-1.44","1.00","FW","2","0","0.0","0.00","3.27","1","Newcastle","0","","","","","","","","","","","","","","","","","",""
"25-096","0","0.00","0","1","0","0","1544f145","0","1","2","0","0","2","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","44","0.5","24.4","22","0.00","22","Jacob Ramsey","eng ENG","0","1","1","0","0","0.00","0","0.00","0","0.00","-1.32","2.00","MF","1","0","0.0","0.00","2.05","1","Newcastle","0","","","","","","","","","","","","","","","","","",""
"31-189","0","0.00","0","1","0","1","de112b84","0","1","2","0","0","2","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","24","0.3","13.3","12","0.00","12","Jacob Murphy","eng ENG","0","1","0","0","0","0.00","0","0.00","-1","-3.75","-5.48","2.00","DF,FW","0","0","0.00","0.00","0.00","0","Newcastle","0","","","","","","","","","","","","","","","","","",""
"24-199","1","4.50","0","0","0","0","7ca196eb","2","0","1","0","0","1","0","1","4.50","4.50","0","0.00","0.00","0.00","0.00","0","20","0.2","11.1","20","0.00","20","Nick Woltemade","de GER","1","0","1","0","0","0.00","0","0.00","+1","+4.50","+3.94","3.00","FW,MF","1","0","0.0","0.00","4.50","0","Newcastle","1","","","","","","","","","","","","","","","","","",""
"20-049","0","0.00","0","0","0","0","6906ecb2","0","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","15","0.2","8.3","15","0.00","15","Aladji Bamba","fr FRA","0","1","0","0","0","0.00","0","0.00","-1","-6.00","-7.64","1.00","MF","0","0","0.00","0.00","0.00","1","Newcastle","1","","","","","","","","","","","","","","","","","",""
"34-255","0","0.00","0","0","0","0","c8aa95da","0","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","1","0.0","0.6","1","0.00","1","Fabian Schär","ch SUI","0","1","0","0","0","0.00","0","0.00","-1","-90.00","-91.51","1.00","DF","0","0","0.00","0.00","0.00","0","Newcastle","1","","","","","","","","","","","","","","","","","",""
"20-183","0","0.00","0","0","0","0","93945a50","0","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","1","0.0","0.6","1","0.00","1","Bazoumana Touré","ci CIV","0","0","0","0","0","0.00","0","0.00","0","0.00","-1.01","3.00","MF","0","0","0.00","0.00","0.00","0","Newcastle","1","","","","","","","","","","","","","","","","","",""
"20-246","0.00","0.00","0.00","0.00","","","d94a8e1c","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Ewen Jaouen","fr FRA","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","GK","","","","","","","Newcastle","2","","","","","","","","","","","","","","","","","",""
"19-167","0.00","0.00","0.00","0.00","","","5536f008","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Leo Shahar","eng ENG","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","DF","","","","","","","Newcastle","2","","","","","","","","","","","","","","","","","",""
"24-066","0","0.00","0","0","0","0","c1949191","0","1","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","3","180","2.0","100.0","90","90","0.00","Jarrad Branthwaite","eng ENG","1","1","3","0","0","0.00","0","0.00","+2","+1.00","0.00","2.00","DF","1","1","100.0","0.50","0.50","2","Everton","0","","","","","","","","","","","","","","","","","",""
"27-095","0","0.00","0","0","0","3","30d4a2e5","2","1","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","180","2.0","100.0","90","90","0.00","Vitaliy Mykolenko","ua UKR","0","1","3","0","0","0.00","0","0.00","+2","+1.00","0.00","2.00","DF","0","0","0.00","0.00","0.00","0","Everton","0","","","","","","","","","","","","","","","","","",""
"26-179","1","0.50","0","0","0","2","5ed97752","1","2","2","2","2","0","0","1","0.50","0.50","0","0.00","0.00","0.00","0.00","2","180","2.0","100.0","90","90","0.00","Iliman Ndiaye","sn SEN","0","1","3","0","0","0.00","0","0.00","+2","+1.00","0.00","2.00","MF","4","3","75.0","1.50","2.00","1","Everton","0","","","","","","","","","","","","","","","","","",""
"32-178","0","0.00","0","0","0","0","4806ec67","3","0","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","180","2.0","100.0","90","90","0.00","Jordan Pickford","eng ENG","0","1","3","0","0","0.00","0","0.00","+2","+1.00","0.00","2.00","GK","0","0","0.00","0.00","0.00","0","Everton","0","1","50.0","2","2","1","0.50","0","180","0","0","0","0.00","0","88.9","8","9","1","1"
"33-286","0","0.00","0","0","0","0","15ea812b","5","1","2","2","2","0","1","1","0.50","0.50","1","0.50","0.50","0.50","1.00","6","180","2.0","100.0","90","90","0.00","James Tarkowski","eng ENG","0","1","3","0","0","0.00","0","0.00","+2","+1.00","0.00","2.00","DF","2","1","50.0","0.50","1.00","1","Everton","0","","","","","","","","","","","","","","","","","",""
"27-360","0","0.00","0","0","0","9","5c74c0f5","3","1","2","1","2","0","1","1","0.50","0.50","1","0.50","0.50","0.20","0.50","0","179","2.0","99.4","90","90","0.00","Kiernan Dewsbury-Hall","eng ENG","0","1","3","0","0","0.00","0","0.00","+2","+1.01","+1.01","2.00","MF","5","2","40.0","1.01","2.51","3","Everton","0","","","","","","","","","","","","","","","","","",""
"19-225","1","0.51","0","0","0","1","de59e609","2","5","2","1","2","0","0","1","0.51","0.51","0","0.00","0.00","0.00","0.00","4","175","1.9","97.2","88","88","0.00","Harrison Armstrong","eng ENG","0","1","2","0","0","0.00","0","0.00","+1","+0.51","-17.49","2.00","MF","0","0","0.00","0.00","0.00","3","Everton","0","","","","","","","","","","","","","","","","","",""
"24-058","0","0.00","0","0","0","5","1f2c7b55","1","1","2","1","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","175","1.9","97.2","88","88","0.00","Merlin Röhl","de GER","0","1","2","0","0","0.00","0","0.00","+1","+0.51","-17.49","2.00","DF","0","0","0.00","0.00","0.00","4","Everton","0","","","","","","","","","","","","","","","","","",""
"23-315","0","0.00","0","0","0","1","52c3244b","2","0","2","0","2","0","1","1","0.61","0.61","1","0.61","0.61","0.20","0.33","0","147","1.6","81.7","74","74","0.00","Thierno Barry","fr FRA","0","1","2","0","0","0.00","0","0.00","+1","+0.61","-2.12","2.00","FW","5","3","60.0","1.84","3.06","1","Everton","0","","","","","","","","","","","","","","","","","",""
"20-209","0","0.00","0","0","0","4","e6f7797e","1","0","2","0","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","2","144","1.6","80.0","72","72","0.00","Tyrique George","eng ENG","1","1","2","0","0","0.00","0","0.00","+1","+0.62","-1.87","2.00","MF","7","1","14.3","0.62","4.37","1","Everton","0","","","","","","","","","","","","","","","","","",""
"24-067","0","0.00","0","0","0","4","ba397562","3","1","2","0","1","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","107","1.2","59.4","54","78","29","Hayden Hackney","eng ENG","0","0","3","0","0","0.00","0","0.00","+3","+2.52","+3.76","2.00","MF","1","0","0.0","0.00","0.84","1","Everton","0","","","","","","","","","","","","","","","","","",""
"25-172","0","0.00","0","1","0","4","4e015693","0","2","2","0","1","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","73","0.8","40.6","37","61","12","James Garner","eng ENG","0","1","0","0","0","0.00","0","0.00","-1","-1.23","-3.76","2.00","MF","0","0","0.00","0.00","0.00","4","Everton","0","","","","","","","","","","","","","","","","","",""
"25-101","0","0.00","0","0","0","0","0cd31129","1","2","2","0","0","2","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","36","0.4","20.0","18","0.00","18","Brennan Johnson","wls WAL","1","0","1","0","0","0.00","0","0.00","+1","+2.50","+1.87","2.00","FW,MF","0","0","0.00","0.00","0.00","0","Everton","0","","","","","","","","","","","","","","","","","",""
"28-213","0","0.00","0","0","0","1","ed5c0319","0","0","2","0","0","2","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","33","0.4","18.3","17","0.00","17","Beto","gw GNB","0","0","1","0","0","0.00","0","0.00","+1","+2.73","+2.12","2.00","FW","2","0","0.0","0.00","5.45","0","Everton","0","","","","","","","","","","","","","","","","","",""
"23-275","0","0.00","0","1","0","0","4abac767","0","1","2","0","0","2","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","6","0.1","3.3","3","0.00","3","Carlos Alcaraz","ar ARG","0","0","1","0","0","0.00","0","0.00","+1","+15.00","+14.48","2.00","MF","2","1","50.0","15.00","30.00","1","Everton","0","","","","","","","","","","","","","","","","","",""
"23-063","0","0.00","0","0","0","0","84c5ceea","0","1","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","5","0.1","2.8","5","0.00","5","Tim Iroegbunam","eng ENG","0","0","1","0","0","0.00","0","0.00","+1","+18.00","+17.49","1.00","MF","0","0","0.00","0.00","0.00","0","Everton","0","","","","","","","","","","","","","","","","","",""
"20-173","0.00","0.00","0.00","0.00","","","bdcc89ae","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Tyler Dibling","eng ENG","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","MF","","","","","","","Everton","2","","","","","","","","","","","","","","","","","",""
"33-233","0.00","0.00","0.00","0.00","","","c5b7c315","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Michael Keane","eng ENG","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","DF","","","","","","","Everton","2","","","","","","","","","","","","","","","","","",""
"25-109","0.00","0.00","0.00","0.00","","","25f2ef01","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Jake O'Brien","ie IRL","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","DF","","","","","","","Everton","2","","","","","","","","","","","","","","","","","",""
